ID,wav,speaker
v1_voices_id0001_Urdu_JdSfeIiuSh8_00001,v1/voices/id0001/Urdu/JdSfeIiuSh8/00001.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00002,v1/voices/id0001/Urdu/JdSfeIiuSh8/00002.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00003,v1/voices/id0001/Urdu/JdSfeIiuSh8/00003.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00004,v1/voices/id0001/Urdu/JdSfeIiuSh8/00004.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00005,v1/voices/id0001/Urdu/JdSfeIiuSh8/00005.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00006,v1/voices/id0001/Urdu/JdSfeIiuSh8/00006.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00007,v1/voices/id0001/Urdu/JdSfeIiuSh8/00007.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00008,v1/voices/id0001/Urdu/JdSfeIiuSh8/00008.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00009,v1/voices/id0001/Urdu/JdSfeIiuSh8/00009.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00010,v1/voices/id0001/Urdu/JdSfeIiuSh8/00010.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00011,v1/voices/id0001/Urdu/JdSfeIiuSh8/00011.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00012,v1/voices/id0001/Urdu/JdSfeIiuSh8/00012.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00013,v1/voices/id0001/Urdu/JdSfeIiuSh8/00013.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00014,v1/voices/id0001/Urdu/JdSfeIiuSh8/00014.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00015,v1/voices/id0001/Urdu/JdSfeIiuSh8/00015.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00016,v1/voices/id0001/Urdu/JdSfeIiuSh8/00016.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00017,v1/voices/id0001/Urdu/JdSfeIiuSh8/00017.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00018,v1/voices/id0001/Urdu/JdSfeIiuSh8/00018.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00019,v1/voices/id0001/Urdu/JdSfeIiuSh8/00019.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00020,v1/voices/id0001/Urdu/JdSfeIiuSh8/00020.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00021,v1/voices/id0001/Urdu/JdSfeIiuSh8/00021.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00022,v1/voices/id0001/Urdu/JdSfeIiuSh8/00022.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00023,v1/voices/id0001/Urdu/JdSfeIiuSh8/00023.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00024,v1/voices/id0001/Urdu/JdSfeIiuSh8/00024.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00025,v1/voices/id0001/Urdu/JdSfeIiuSh8/00025.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00026,v1/voices/id0001/Urdu/JdSfeIiuSh8/00026.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00027,v1/voices/id0001/Urdu/JdSfeIiuSh8/00027.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00028,v1/voices/id0001/Urdu/JdSfeIiuSh8/00028.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00029,v1/voices/id0001/Urdu/JdSfeIiuSh8/00029.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00030,v1/voices/id0001/Urdu/JdSfeIiuSh8/00030.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00031,v1/voices/id0001/Urdu/JdSfeIiuSh8/00031.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00032,v1/voices/id0001/Urdu/JdSfeIiuSh8/00032.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00033,v1/voices/id0001/Urdu/JdSfeIiuSh8/00033.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00034,v1/voices/id0001/Urdu/JdSfeIiuSh8/00034.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00035,v1/voices/id0001/Urdu/JdSfeIiuSh8/00035.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00036,v1/voices/id0001/Urdu/JdSfeIiuSh8/00036.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00037,v1/voices/id0001/Urdu/JdSfeIiuSh8/00037.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00038,v1/voices/id0001/Urdu/JdSfeIiuSh8/00038.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00039,v1/voices/id0001/Urdu/JdSfeIiuSh8/00039.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00040,v1/voices/id0001/Urdu/JdSfeIiuSh8/00040.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00041,v1/voices/id0001/Urdu/JdSfeIiuSh8/00041.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00042,v1/voices/id0001/Urdu/JdSfeIiuSh8/00042.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00043,v1/voices/id0001/Urdu/JdSfeIiuSh8/00043.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00044,v1/voices/id0001/Urdu/JdSfeIiuSh8/00044.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00045,v1/voices/id0001/Urdu/JdSfeIiuSh8/00045.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00046,v1/voices/id0001/Urdu/JdSfeIiuSh8/00046.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00047,v1/voices/id0001/Urdu/JdSfeIiuSh8/00047.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00048,v1/voices/id0001/Urdu/JdSfeIiuSh8/00048.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00049,v1/voices/id0001/Urdu/JdSfeIiuSh8/00049.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00050,v1/voices/id0001/Urdu/JdSfeIiuSh8/00050.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00051,v1/voices/id0001/Urdu/JdSfeIiuSh8/00051.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00052,v1/voices/id0001/Urdu/JdSfeIiuSh8/00052.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00053,v1/voices/id0001/Urdu/JdSfeIiuSh8/00053.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00054,v1/voices/id0001/Urdu/JdSfeIiuSh8/00054.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00055,v1/voices/id0001/Urdu/JdSfeIiuSh8/00055.wav,id0001
v1_voices_id0001_Urdu_JdSfeIiuSh8_00056,v1/voices/id0001/Urdu/JdSfeIiuSh8/00056.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00000,v1/voices/id0001/Urdu/_Y1VHM91tqc/00000.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00001,v1/voices/id0001/Urdu/_Y1VHM91tqc/00001.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00002,v1/voices/id0001/Urdu/_Y1VHM91tqc/00002.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00003,v1/voices/id0001/Urdu/_Y1VHM91tqc/00003.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00004,v1/voices/id0001/Urdu/_Y1VHM91tqc/00004.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00005,v1/voices/id0001/Urdu/_Y1VHM91tqc/00005.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00006,v1/voices/id0001/Urdu/_Y1VHM91tqc/00006.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00007,v1/voices/id0001/Urdu/_Y1VHM91tqc/00007.wav,id0001
v1_voices_id0001_Urdu__Y1VHM91tqc_00008,v1/voices/id0001/Urdu/_Y1VHM91tqc/00008.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00000,v1/voices/id0001/Urdu/8-XfG5cWESE/00000.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00001,v1/voices/id0001/Urdu/8-XfG5cWESE/00001.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00002,v1/voices/id0001/Urdu/8-XfG5cWESE/00002.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00003,v1/voices/id0001/Urdu/8-XfG5cWESE/00003.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00004,v1/voices/id0001/Urdu/8-XfG5cWESE/00004.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00005,v1/voices/id0001/Urdu/8-XfG5cWESE/00005.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00006,v1/voices/id0001/Urdu/8-XfG5cWESE/00006.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00007,v1/voices/id0001/Urdu/8-XfG5cWESE/00007.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00008,v1/voices/id0001/Urdu/8-XfG5cWESE/00008.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00009,v1/voices/id0001/Urdu/8-XfG5cWESE/00009.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00010,v1/voices/id0001/Urdu/8-XfG5cWESE/00010.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00011,v1/voices/id0001/Urdu/8-XfG5cWESE/00011.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00012,v1/voices/id0001/Urdu/8-XfG5cWESE/00012.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00013,v1/voices/id0001/Urdu/8-XfG5cWESE/00013.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00014,v1/voices/id0001/Urdu/8-XfG5cWESE/00014.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00015,v1/voices/id0001/Urdu/8-XfG5cWESE/00015.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00016,v1/voices/id0001/Urdu/8-XfG5cWESE/00016.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00017,v1/voices/id0001/Urdu/8-XfG5cWESE/00017.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00018,v1/voices/id0001/Urdu/8-XfG5cWESE/00018.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00019,v1/voices/id0001/Urdu/8-XfG5cWESE/00019.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00020,v1/voices/id0001/Urdu/8-XfG5cWESE/00020.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00021,v1/voices/id0001/Urdu/8-XfG5cWESE/00021.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00022,v1/voices/id0001/Urdu/8-XfG5cWESE/00022.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00023,v1/voices/id0001/Urdu/8-XfG5cWESE/00023.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00024,v1/voices/id0001/Urdu/8-XfG5cWESE/00024.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00025,v1/voices/id0001/Urdu/8-XfG5cWESE/00025.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00026,v1/voices/id0001/Urdu/8-XfG5cWESE/00026.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00027,v1/voices/id0001/Urdu/8-XfG5cWESE/00027.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00028,v1/voices/id0001/Urdu/8-XfG5cWESE/00028.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00029,v1/voices/id0001/Urdu/8-XfG5cWESE/00029.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00030,v1/voices/id0001/Urdu/8-XfG5cWESE/00030.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00031,v1/voices/id0001/Urdu/8-XfG5cWESE/00031.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00032,v1/voices/id0001/Urdu/8-XfG5cWESE/00032.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00033,v1/voices/id0001/Urdu/8-XfG5cWESE/00033.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00034,v1/voices/id0001/Urdu/8-XfG5cWESE/00034.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00035,v1/voices/id0001/Urdu/8-XfG5cWESE/00035.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00036,v1/voices/id0001/Urdu/8-XfG5cWESE/00036.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00037,v1/voices/id0001/Urdu/8-XfG5cWESE/00037.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00038,v1/voices/id0001/Urdu/8-XfG5cWESE/00038.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00039,v1/voices/id0001/Urdu/8-XfG5cWESE/00039.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00040,v1/voices/id0001/Urdu/8-XfG5cWESE/00040.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00041,v1/voices/id0001/Urdu/8-XfG5cWESE/00041.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00042,v1/voices/id0001/Urdu/8-XfG5cWESE/00042.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00043,v1/voices/id0001/Urdu/8-XfG5cWESE/00043.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00044,v1/voices/id0001/Urdu/8-XfG5cWESE/00044.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00045,v1/voices/id0001/Urdu/8-XfG5cWESE/00045.wav,id0001
v1_voices_id0001_Urdu_8-XfG5cWESE_00046,v1/voices/id0001/Urdu/8-XfG5cWESE/00046.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00000,v1/voices/id0001/Urdu/zPfZrF6SgTU/00000.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00001,v1/voices/id0001/Urdu/zPfZrF6SgTU/00001.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00002,v1/voices/id0001/Urdu/zPfZrF6SgTU/00002.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00003,v1/voices/id0001/Urdu/zPfZrF6SgTU/00003.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00004,v1/voices/id0001/Urdu/zPfZrF6SgTU/00004.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00005,v1/voices/id0001/Urdu/zPfZrF6SgTU/00005.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00006,v1/voices/id0001/Urdu/zPfZrF6SgTU/00006.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00007,v1/voices/id0001/Urdu/zPfZrF6SgTU/00007.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00008,v1/voices/id0001/Urdu/zPfZrF6SgTU/00008.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00009,v1/voices/id0001/Urdu/zPfZrF6SgTU/00009.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00010,v1/voices/id0001/Urdu/zPfZrF6SgTU/00010.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00011,v1/voices/id0001/Urdu/zPfZrF6SgTU/00011.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00012,v1/voices/id0001/Urdu/zPfZrF6SgTU/00012.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00013,v1/voices/id0001/Urdu/zPfZrF6SgTU/00013.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00014,v1/voices/id0001/Urdu/zPfZrF6SgTU/00014.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00015,v1/voices/id0001/Urdu/zPfZrF6SgTU/00015.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00016,v1/voices/id0001/Urdu/zPfZrF6SgTU/00016.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00017,v1/voices/id0001/Urdu/zPfZrF6SgTU/00017.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00018,v1/voices/id0001/Urdu/zPfZrF6SgTU/00018.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00019,v1/voices/id0001/Urdu/zPfZrF6SgTU/00019.wav,id0001
v1_voices_id0001_Urdu_zPfZrF6SgTU_00020,v1/voices/id0001/Urdu/zPfZrF6SgTU/00020.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00000,v1/voices/id0001/Urdu/VevsRvBuoSg/00000.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00001,v1/voices/id0001/Urdu/VevsRvBuoSg/00001.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00002,v1/voices/id0001/Urdu/VevsRvBuoSg/00002.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00003,v1/voices/id0001/Urdu/VevsRvBuoSg/00003.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00004,v1/voices/id0001/Urdu/VevsRvBuoSg/00004.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00005,v1/voices/id0001/Urdu/VevsRvBuoSg/00005.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00006,v1/voices/id0001/Urdu/VevsRvBuoSg/00006.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00007,v1/voices/id0001/Urdu/VevsRvBuoSg/00007.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00008,v1/voices/id0001/Urdu/VevsRvBuoSg/00008.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00009,v1/voices/id0001/Urdu/VevsRvBuoSg/00009.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00010,v1/voices/id0001/Urdu/VevsRvBuoSg/00010.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00011,v1/voices/id0001/Urdu/VevsRvBuoSg/00011.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00012,v1/voices/id0001/Urdu/VevsRvBuoSg/00012.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00013,v1/voices/id0001/Urdu/VevsRvBuoSg/00013.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00014,v1/voices/id0001/Urdu/VevsRvBuoSg/00014.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00015,v1/voices/id0001/Urdu/VevsRvBuoSg/00015.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00016,v1/voices/id0001/Urdu/VevsRvBuoSg/00016.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00017,v1/voices/id0001/Urdu/VevsRvBuoSg/00017.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00018,v1/voices/id0001/Urdu/VevsRvBuoSg/00018.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00019,v1/voices/id0001/Urdu/VevsRvBuoSg/00019.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00020,v1/voices/id0001/Urdu/VevsRvBuoSg/00020.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00021,v1/voices/id0001/Urdu/VevsRvBuoSg/00021.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00022,v1/voices/id0001/Urdu/VevsRvBuoSg/00022.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00023,v1/voices/id0001/Urdu/VevsRvBuoSg/00023.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00024,v1/voices/id0001/Urdu/VevsRvBuoSg/00024.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00025,v1/voices/id0001/Urdu/VevsRvBuoSg/00025.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00026,v1/voices/id0001/Urdu/VevsRvBuoSg/00026.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00027,v1/voices/id0001/Urdu/VevsRvBuoSg/00027.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00028,v1/voices/id0001/Urdu/VevsRvBuoSg/00028.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00029,v1/voices/id0001/Urdu/VevsRvBuoSg/00029.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00030,v1/voices/id0001/Urdu/VevsRvBuoSg/00030.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00031,v1/voices/id0001/Urdu/VevsRvBuoSg/00031.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00032,v1/voices/id0001/Urdu/VevsRvBuoSg/00032.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00033,v1/voices/id0001/Urdu/VevsRvBuoSg/00033.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00034,v1/voices/id0001/Urdu/VevsRvBuoSg/00034.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00035,v1/voices/id0001/Urdu/VevsRvBuoSg/00035.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00036,v1/voices/id0001/Urdu/VevsRvBuoSg/00036.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00037,v1/voices/id0001/Urdu/VevsRvBuoSg/00037.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00038,v1/voices/id0001/Urdu/VevsRvBuoSg/00038.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00039,v1/voices/id0001/Urdu/VevsRvBuoSg/00039.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00040,v1/voices/id0001/Urdu/VevsRvBuoSg/00040.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00041,v1/voices/id0001/Urdu/VevsRvBuoSg/00041.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00042,v1/voices/id0001/Urdu/VevsRvBuoSg/00042.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00043,v1/voices/id0001/Urdu/VevsRvBuoSg/00043.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00044,v1/voices/id0001/Urdu/VevsRvBuoSg/00044.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00045,v1/voices/id0001/Urdu/VevsRvBuoSg/00045.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00046,v1/voices/id0001/Urdu/VevsRvBuoSg/00046.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00047,v1/voices/id0001/Urdu/VevsRvBuoSg/00047.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00048,v1/voices/id0001/Urdu/VevsRvBuoSg/00048.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00049,v1/voices/id0001/Urdu/VevsRvBuoSg/00049.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00050,v1/voices/id0001/Urdu/VevsRvBuoSg/00050.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00051,v1/voices/id0001/Urdu/VevsRvBuoSg/00051.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00052,v1/voices/id0001/Urdu/VevsRvBuoSg/00052.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00053,v1/voices/id0001/Urdu/VevsRvBuoSg/00053.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00054,v1/voices/id0001/Urdu/VevsRvBuoSg/00054.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00055,v1/voices/id0001/Urdu/VevsRvBuoSg/00055.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00056,v1/voices/id0001/Urdu/VevsRvBuoSg/00056.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00057,v1/voices/id0001/Urdu/VevsRvBuoSg/00057.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00058,v1/voices/id0001/Urdu/VevsRvBuoSg/00058.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00059,v1/voices/id0001/Urdu/VevsRvBuoSg/00059.wav,id0001
v1_voices_id0001_Urdu_VevsRvBuoSg_00060,v1/voices/id0001/Urdu/VevsRvBuoSg/00060.wav,id0001
